counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver,dgdmin,dgdmax,dgdaver,csrmin,csrmax,csraver
0,19:46:04,648.6,118.9,4.07E-04,17.18,17.44,17.27,0.1,5.9,2.7,0.00E+00,7.07E-09,9.72E-12
4,19:46:06,648.6,113.2,4.37E-04,17.18,17.22,17.21,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
5,19:46:07,94.6,94.6,4.37E-04,17.21,17.21,17.21,0.0,0.0,0.0,0.00E+00,0.00E+00,0.00E+00
8,19:46:09,648.6,98.8,4.47E-04,17.20,17.23,17.20,1.8,2.5,2.1,0.00E+00,0.00E+00,0.00E+00
10,19:46:11,101.8,101.8,4.37E-04,17.22,17.22,17.22,2.8,2.8,2.8,0.00E+00,0.00E+00,0.00E+00
12,19:46:12,648.6,110.4,4.47E-04,17.21,17.23,17.22,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
16,19:46:14,648.6,108.4,4.37E-04,17.19,17.21,17.20,4.5,4.5,4.5,0.00E+00,0.00E+00,0.00E+00
17,19:46:15,648.6,111.6,4.27E-04,17.21,17.24,17.23,3.1,3.1,3.1,0.00E+00,0.00E+00,0.00E+00
20,19:46:17,648.6,104.4,4.47E-04,17.19,17.24,17.20,2.2,3.7,2.9,0.00E+00,0.00E+00,0.00E+00
24,19:46:20,648.6,116.2,4.17E-04,17.19,17.24,17.22,2.7,2.7,2.7,0.00E+00,0.00E+00,0.00E+00
25,19:46:20,47.4,47.4,4.27E-04,17.23,17.23,17.23,1.2,1.2,1.2,0.00E+00,0.00E+00,0.00E+00
28,19:46:22,648.6,85.7,4.37E-04,17.21,17.23,17.21,2.9,4.2,3.5,0.00E+00,0.00E+00,0.00E+00
32,19:46:25,648.6,114.2,4.27E-04,17.22,17.23,17.22,2.9,2.9,2.9,0.00E+00,0.00E+00,0.00E+00
33,19:46:26,648.6,107.8,4.27E-04,17.22,17.22,17.22,0.4,0.4,0.4,0.00E+00,0.00E+00,0.00E+00
39,19:46:29,648.6,114.4,4.27E-04,17.21,17.24,17.22,4.7,4.7,4.7,0.00E+00,0.00E+00,0.00E+00
42,19:46:31,648.6,110.6,4.27E-04,17.23,17.24,17.23,0.2,2.0,1.1,0.00E+00,0.00E+00,0.00E+00
44,19:46:33,124.0,124.0,4.27E-04,17.22,17.22,17.22,1.6,1.6,1.6,0.00E+00,0.00E+00,0.00E+00
46,19:46:34,648.6,110.4,4.17E-04,17.22,17.24,17.23,2.7,2.7,2.7,0.00E+00,0.00E+00,0.00E+00
50,19:46:36,648.6,123.4,4.27E-04,17.23,17.24,17.23,2.6,2.6,2.6,0.00E+00,0.00E+00,0.00E+00
51,19:46:37,115.6,115.6,4.37E-04,17.22,17.22,17.22,0.4,0.4,0.4,0.00E+00,0.00E+00,0.00E+00
54,19:46:39,648.6,118.2,4.27E-04,17.22,17.23,17.22,1.8,2.9,2.3,0.00E+00,0.00E+00,0.00E+00
58,19:46:42,648.6,115.4,4.47E-04,17.20,17.23,17.20,4.6,4.6,4.6,0.00E+00,0.00E+00,0.00E+00
59,19:46:42,87.8,87.8,4.37E-04,17.21,17.21,17.21,3.2,3.2,3.2,0.00E+00,0.00E+00,0.00E+00
60,19:46:43,172.4,172.4,4.37E-04,17.21,17.21,17.21,1.5,1.5,1.5,0.00E+00,0.00E+00,0.00E+00
63,19:46:45,648.6,109.4,4.37E-04,17.21,17.22,17.21,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
70,19:46:49,648.6,102.1,4.37E-04,17.20,17.22,17.21,1.2,4.3,2.7,0.00E+00,0.00E+00,0.00E+00
72,19:46:51,648.6,131.0,4.47E-04,17.21,17.22,17.21,1.5,1.5,1.5,0.00E+00,0.00E+00,0.00E+00
73,19:46:51,648.6,85.4,4.37E-04,17.21,17.22,17.21,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
74,19:46:52,648.6,89.2,4.27E-04,17.22,17.23,17.22,4.8,4.8,4.8,0.00E+00,0.00E+00,0.00E+00
77,19:46:54,158.2,140.8,4.47E-04,17.20,17.20,17.20,1.7,3.2,2.4,0.00E+00,0.00E+00,0.00E+00
79,19:46:56,163.2,163.2,4.37E-04,17.21,17.21,17.21,2.6,2.6,2.6,0.00E+00,0.00E+00,0.00E+00
80,19:46:56,648.6,119.0,4.37E-04,17.21,17.21,17.21,2.6,2.6,2.6,0.00E+00,0.00E+00,0.00E+00
82,19:46:58,148.0,148.0,4.47E-04,17.20,17.20,17.20,2.1,2.1,2.1,0.00E+00,0.00E+00,0.00E+00
84,19:46:59,648.6,98.8,4.47E-04,17.19,17.21,17.20,6.4,6.4,6.4,0.00E+00,0.00E+00,0.00E+00
86,19:47:00,109.4,109.4,4.47E-04,17.19,17.19,17.19,1.8,1.8,1.8,0.00E+00,0.00E+00,0.00E+00
87,19:47:01,192.2,192.2,4.37E-04,17.21,17.21,17.21,2.0,2.0,2.0,0.00E+00,0.00E+00,0.00E+00
89,19:47:03,65.2,65.2,4.37E-04,17.21,17.21,17.21,1.3,1.3,1.3,0.00E+00,0.00E+00,0.00E+00
92,19:47:05,648.6,120.6,4.57E-04,17.18,17.21,17.19,2.2,4.2,3.2,0.00E+00,0.00E+00,0.00E+00
93,19:47:05,648.6,126.8,4.47E-04,17.18,17.19,17.18,1.5,1.5,1.5,0.00E+00,0.00E+00,0.00E+00
94,19:47:06,648.6,126.4,4.37E-04,17.19,17.22,17.21,4.0,4.0,4.0,0.00E+00,0.00E+00,0.00E+00
97,19:47:08,200.2,200.2,4.47E-04,17.21,17.21,17.21,2.5,2.5,2.5,0.00E+00,0.00E+00,0.00E+00
99,19:47:09,35.8,35.8,4.47E-04,17.19,17.19,17.19,2.0,2.0,2.0,0.00E+00,0.00E+00,0.00E+00
100,19:47:10,648.6,118.6,4.37E-04,17.19,17.21,17.20,4.3,4.3,4.3,0.00E+00,6.84E-09,7.60E-10
102,19:47:12,45.0,45.0,4.27E-04,17.22,17.22,17.22,0.6,0.6,0.6,0.00E+00,0.00E+00,0.00E+00
104,19:47:13,648.6,125.0,4.47E-04,17.21,17.22,17.21,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
106,19:47:14,102.2,102.2,4.37E-04,17.21,17.21,17.21,3.7,3.7,3.7,0.00E+00,0.00E+00,0.00E+00
107,19:47:15,648.6,131.4,4.27E-04,17.21,17.22,17.21,1.2,1.2,1.2,0.00E+00,0.00E+00,0.00E+00
110,19:47:17,648.6,110.4,4.47E-04,17.19,17.22,17.19,2.5,3.5,3.0,0.00E+00,0.00E+00,0.00E+00
112,19:47:18,648.6,99.4,4.57E-04,17.19,17.19,17.19,1.4,1.4,1.4,0.00E+00,0.00E+00,0.00E+00
