counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver,dgdmin,dgdmax,dgdaver,csrmin,csrmax,csraver
0,18:58:57,644.2,116.1,3.89E-04,17.26,17.34,17.30,0.2,5.8,2.5,0.00E+00,6.87E-09,6.51E-12
1,18:58:58,644.2,110.0,3.80E-04,17.31,17.31,17.31,0.3,0.3,0.3,0.00E+00,0.00E+00,0.00E+00
2,18:58:59,644.2,100.6,3.80E-04,17.31,17.31,17.31,3.7,3.7,3.7,0.00E+00,0.00E+00,0.00E+00
4,18:59:00,644.2,113.4,3.89E-04,17.30,17.32,17.30,1.5,4.1,2.8,0.00E+00,0.00E+00,0.00E+00
6,18:59:02,644.2,96.6,3.98E-04,17.28,17.30,17.28,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
8,18:59:03,644.2,120.8,3.89E-04,17.28,17.30,17.28,3.9,3.9,3.9,0.00E+00,0.00E+00,0.00E+00
9,18:59:04,644.2,103.8,3.89E-04,17.30,17.30,17.30,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
12,18:59:06,644.2,133.2,3.89E-04,17.29,17.30,17.29,2.5,2.5,2.5,0.00E+00,0.00E+00,0.00E+00
13,18:59:06,644.2,118.0,3.89E-04,17.29,17.30,17.29,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
14,18:59:07,644.2,151.8,3.80E-04,17.29,17.31,17.30,1.2,1.2,1.2,0.00E+00,0.00E+00,0.00E+00
17,18:59:09,644.2,97.6,3.89E-04,17.31,17.32,17.31,0.1,1.6,0.8,0.00E+00,0.00E+00,0.00E+00
19,18:59:11,644.2,115.0,3.98E-04,17.29,17.31,17.29,2.0,2.0,2.0,0.00E+00,0.00E+00,0.00E+00
21,18:59:12,644.2,120.4,3.80E-04,17.29,17.32,17.31,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
22,18:59:13,644.2,162.8,3.80E-04,17.32,17.32,17.32,0.9,0.9,0.9,0.00E+00,0.00E+00,0.00E+00
25,18:59:15,644.2,132.8,3.89E-04,17.31,17.32,17.31,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
26,18:59:15,644.2,138.4,3.89E-04,17.30,17.31,17.30,0.9,0.9,0.9,0.00E+00,0.00E+00,0.00E+00
29,18:59:17,644.2,126.5,3.80E-04,17.30,17.32,17.31,1.6,2.7,2.1,0.00E+00,0.00E+00,0.00E+00
30,18:59:18,644.2,126.0,3.89E-04,17.31,17.32,17.31,3.4,3.4,3.4,0.00E+00,0.00E+00,0.00E+00
32,18:59:20,644.2,97.0,3.89E-04,17.29,17.31,17.29,4.5,4.5,4.5,0.00E+00,0.00E+00,0.00E+00
33,18:59:20,644.2,116.4,3.89E-04,17.29,17.29,17.29,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
36,18:59:22,644.2,99.2,3.98E-04,17.28,17.30,17.29,0.6,0.6,0.6,0.00E+00,0.00E+00,0.00E+00
