counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver
280,19:04:00,715.6,89.4,4.47E-04,17.2,17.21,17.2
282,19:04:01,715.6,125.4,4.27E-04,17.2,17.21,17.2
286,19:04:04,715.6,104,4.47E-04,17.2,17.23,17.21
287,19:04:05,715.6,106.4,4.27E-04,17.22,17.24,17.22
290,19:04:07,715.6,110.2,4.37E-04,17.2,17.24,17.21
292,19:04:08,715.6,100.4,4.37E-04,17.2,17.21,17.2
293,19:04:09,715.6,124.6,4.37E-04,17.2,17.21,17.2
296,19:04:11,715.6,109.5,4.37E-04,17.19,17.21,17.2
300,19:04:13,113.4,113.4,4.47E-04,17.18,17.2,17.19
301,19:04:14,715.6,113.4,4.57E-04,17.18,17.19,17.18
304,19:04:16,715.6,109.9,4.27E-04,17.19,17.24,17.22
305,19:04:17,715.6,102.6,4.27E-04,17.23,17.24,17.23
306,19:04:18,715.6,133.8,4.17E-04,17.23,17.24,17.23
308,19:04:21,715.6,116.2,4.27E-04,17.23,17.25,17.23
316,19:04:25,52.8,52.8,4.47E-04,17.21,17.24,17.23
318,19:04:27,715.6,113.2,4.47E-04,17.2,17.2,17.2
321,19:04:29,86.4,86.4,4.37E-04,17.21,17.22,17.21
325,19:04:31,715.6,114.6,4.47E-04,17.19,17.21,17.19
326,19:04:32,715.6,133.4,4.37E-04,17.2,17.21,17.2
329,19:04:34,715.6,127.4,4.47E-04,17.19,17.21,17.19
330,19:04:35,715.6,106.8,4.47E-04,17.18,17.19,17.18
332,19:04:36,715.6,109.4,4.47E-04,17.18,17.19,17.18
333,19:04:37,715.6,118.2,4.47E-04,17.19,17.22,17.2
335,19:04:39,715.6,111.6,4.47E-04,17.17,17.23,17.22
336,19:04:40,715.6,148.8,4.57E-04,17.17,17.19,17.17
345,19:04:45,715.6,112.8,4.27E-04,17.19,17.23,17.21
346,19:04:46,715.6,122.6,4.27E-04,17.23,17.25,17.23
349,19:04:48,715.6,93.1,4.27E-04,17.22,17.25,17.23
350,19:04:49,715.6,114.6,4.37E-04,17.2,17.22,17.21
351,19:04:50,715.6,117.6,4.37E-04,17.2,17.21,17.2
353,19:04:51,715.6,119.4,4.37E-04,17.21,17.22,17.21
356,19:04:53,715.6,94.1,4.37E-04,17.21,17.22,17.21
357,19:04:54,715.6,128.6,4.27E-04,17.22,17.22,17.22
360,19:04:56,715.6,119.5,4.27E-04,17.22,17.23,17.22
364,19:04:58,715.6,123.2,4.37E-04,17.22,17.22,17.22
365,19:04:59,715.6,111.8,4.37E-04,17.22,17.22,17.22
368,19:05:01,715.6,103.2,4.37E-04,17.21,17.23,17.22
369,19:05:02,715.6,138.2,4.17E-04,17.23,17.23,17.23
372,19:05:03,715.6,115.4,4.27E-04,17.23,17.23,17.23
376,19:05:06,715.6,114.4,4.27E-04,17.23,17.24,17.23
377,19:05:07,715.6,125.6,4.17E-04,17.24,17.24,17.24
379,19:05:08,715.6,114.2,4.37E-04,17.22,17.24,17.23
380,19:05:09,715.6,145.4,4.37E-04,17.22,17.23,17.22
383,19:05:11,715.6,118.4,4.37E-04,17.21,17.23,17.22
384,19:05:12,715.6,97.2,4.27E-04,17.21,17.22,17.21
387,19:05:14,715.6,120.6,4.37E-04,17.21,17.23,17.21
389,19:05:15,715.6,99.6,4.27E-04,17.23,17.23,17.23
391,19:05:16,715.6,127,4.37E-04,17.22,17.23,17.22
393,19:05:18,715.6,108.6,4.27E-04,17.2,17.22,17.21
395,19:05:20,715.6,135.2,4.37E-04,17.22,17.22,17.22
401,19:05:23,715.6,101.2,4.37E-04,17.21,17.22,17.21
404,19:05:25,715.6,120.2,4.47E-04,17.2,17.21,17.2
408,19:05:28,715.6,126.4,4.47E-04,17.19,17.2,17.19
409,19:05:29,715.6,114.4,4.47E-04,17.2,17.2,17.2
412,19:05:31,715.6,89.7,4.47E-04,17.19,17.2,17.19
416,19:05:33,715.6,113.8,4.27E-04,17.19,17.23,17.2
417,19:05:34,715.6,103.6,4.27E-04,17.22,17.23,17.22
419,19:05:35,715.6,113.4,4.47E-04,17.19,17.22,17.2
420,19:05:36,715.6,112.6,4.47E-04,17.19,17.22,17.21
421,19:05:37,715.6,120.8,4.17E-04,17.22,17.25,17.22
423,19:05:38,715.6,115,4.37E-04,17.22,17.25,17.23
426,19:05:40,715.6,107.2,4.27E-04,17.22,17.24,17.23
433,19:05:45,715.6,129.2,4.37E-04,17.21,17.24,17.21
435,19:05:46,715.6,103.8,4.37E-04,17.19,17.21,17.2
437,19:05:47,80.2,80.2,4.47E-04,17.19,17.19,17.19
438,19:05:48,715.6,106.4,4.47E-04,17.18,17.19,17.18
441,19:05:50,715.6,125.4,4.47E-04,17.18,17.22,17.18
442,19:05:51,715.6,112.6,4.37E-04,17.2,17.22,17.21
444,19:05:52,715.6,110.6,4.37E-04,17.2,17.21,17.2
445,19:05:53,715.6,115,4.37E-04,17.21,17.21,17.21
447,19:05:55,715.6,116.8,4.37E-04,17.21,17.22,17.21
451,19:05:58,715.6,115,4.57E-04,17.18,17.21,17.19
452,19:05:59,715.6,103,4.47E-04,17.19,17.21,17.19
454,19:06:00,715.6,103.2,4.37E-04,17.21,17.22,17.21
455,19:06:01,715.6,107.2,4.37E-04,17.21,17.22,17.21
458,19:06:03,715.6,102.8,4.47E-04,17.19,17.21,17.19
459,19:06:04,715.6,124.6,4.47E-04,17.19,17.21,17.19
462,19:06:06,715.6,139.2,4.37E-04,17.21,17.22,17.21
466,19:06:08,149,149,4.47E-04,17.2,17.2,17.2
467,19:06:09,715.6,122.6,4.37E-04,17.2,17.24,17.21
470,19:06:11,715.6,79.2,4.27E-04,17.22,17.24,17.22
471,19:06:12,715.6,121.8,4.37E-04,17.19,17.22,17.21
474,19:06:14,715.6,116.6,4.27E-04,17.19,17.22,17.21
478,19:06:16,715.6,126.2,4.27E-04,17.22,17.23,17.22
479,19:06:17,715.6,134.8,4.27E-04,17.22,17.23,17.22
480,19:06:19,715.6,104.8,4.27E-04,17.22,17.23,17.22
481,19:06:20,715.6,109,4.27E-04,17.23,17.23,17.23
483,19:06:21,715.6,115.4,4.47E-04,17.21,17.23,17.21
491,19:06:26,715.6,118,4.37E-04,17.21,17.22,17.21
492,19:06:27,715.6,115.6,4.37E-04,17.21,17.22,17.21
495,19:06:29,715.6,118,4.27E-04,17.21,17.23,17.22
496,19:06:30,715.6,133.8,4.47E-04,17.19,17.21,17.2
499,19:06:32,715.6,129.3,4.47E-04,17.19,17.22,17.19
503,19:06:34,715.6,118,4.27E-04,17.21,17.24,17.22
504,19:06:35,715.6,120.4,4.37E-04,17.21,17.21,17.21
506,19:06:36,715.6,126.2,4.27E-04,17.21,17.22,17.21
507,19:06:37,715.6,145,4.27E-04,17.22,17.25,17.24
509,19:06:39,715.6,119.6,4.37E-04,17.22,17.25,17.23
510,19:06:40,715.6,125.2,4.37E-04,17.22,17.23,17.22
517,19:06:44,715.6,117.6,4.37E-04,17.22,17.24,17.23
519,19:06:46,715.6,122.7,4.27E-04,17.22,17.24,17.22
523,19:06:48,715.6,142.4,4.27E-04,17.24,17.24,17.24
524,19:06:49,715.6,151.6,4.17E-04,17.24,17.25,17.24
527,19:06:51,715.6,120,4.07E-04,17.24,17.27,17.25
528,19:06:52,715.6,118.8,3.98E-04,17.27,17.27,17.27
531,19:06:54,715.6,119.5,4.07E-04,17.25,17.27,17.25
535,19:06:56,715.6,109.8,4.07E-04,17.26,17.27,17.26
536,19:06:57,715.6,133,4.07E-04,17.26,17.26,17.26
538,19:06:58,715.6,102.6,4.17E-04,17.26,17.26,17.26
539,19:06:59,715.6,130.2,4.17E-04,17.24,17.26,17.25
542,19:07:01,202.4,202.4,4.17E-04,17.26,17.26,17.26
543,19:07:02,715.6,142,4.07E-04,17.26,17.26,17.26
544,19:07:03,715.6,97.2,4.17E-04,17.24,17.26,17.25
547,19:07:05,715.6,101.8,4.17E-04,17.24,17.26,17.24
549,19:07:06,715.6,112,4.07E-04,17.26,17.26,17.26
551,19:07:07,715.6,120.4,4.07E-04,17.26,17.26,17.26
555,19:07:10,715.6,110.4,4.27E-04,17.23,17.26,17.24
556,19:07:11,715.6,95,4.27E-04,17.23,17.24,17.23
558,19:07:12,715.6,129.8,4.27E-04,17.21,17.24,17.23
561,19:07:14,715.6,113,4.27E-04,17.21,17.24,17.21
562,19:07:15,715.6,122.6,4.27E-04,17.23,17.24,17.23
565,19:07:17,715.6,126.8,4.27E-04,17.22,17.23,17.22
569,19:07:19,715.6,115.4,4.37E-04,17.22,17.22,17.22
570,19:07:20,715.6,141.8,4.27E-04,17.22,17.23,17.22
571,19:07:21,715.6,121.4,4.27E-04,17.22,17.23,17.22
579,19:07:25,715.6,119.2,4.37E-04,17.21,17.24,17.22
580,19:07:26,715.6,114.4,4.37E-04,17.21,17.22,17.21
583,19:07:28,715.6,114.4,4.27E-04,17.22,17.22,17.22
584,19:07:29,715.6,104,4.37E-04,17.22,17.22,17.22
587,19:07:31,715.6,135.8,4.27E-04,17.22,17.23,17.22
591,19:07:33,715.6,135,4.17E-04,17.23,17.25,17.24
592,19:07:34,715.6,96.2,4.17E-04,17.24,17.24,17.24
594,19:07:35,715.6,122.8,4.37E-04,17.22,17.24,17.22
596,19:07:37,715.6,93.2,4.17E-04,17.23,17.24,17.23
597,19:07:38,715.6,123.2,4.27E-04,17.24,17.25,17.24
598,19:07:39,715.6,91.6,4.27E-04,17.22,17.25,17.23
608,19:07:45,715.6,98.5,4.37E-04,17.22,17.25,17.22
610,19:07:46,715.6,115.8,4.27E-04,17.22,17.24,17.22
612,19:07:47,715.6,101.2,4.37E-04,17.23,17.24,17.23
616,19:07:50,715.6,113.6,4.27E-04,17.22,17.23,17.22
617,19:07:51,715.6,122.4,4.37E-04,17.21,17.23,17.22
620,19:07:53,715.6,103.9,4.17E-04,17.21,17.25,17.23
622,19:07:54,715.6,123.2,4.27E-04,17.22,17.25,17.24
624,19:07:55,132.6,132.6,4.17E-04,17.24,17.26,17.24
628,19:07:58,715.6,103.6,4.37E-04,17.22,17.26,17.24
629,19:07:59,715.6,104.2,4.27E-04,17.22,17.24,17.22
630,19:08:00,715.6,98.8,4.17E-04,17.24,17.25,17.24
633,19:08:01,715.6,94.4,4.17E-04,17.25,17.26,17.25
635,19:08:03,715.6,147.8,4.17E-04,17.25,17.26,17.25
637,19:08:04,715.6,118.2,4.17E-04,17.24,17.25,17.24
638,19:08:05,715.6,140,4.17E-04,17.24,17.25,17.24
641,19:08:07,715.6,118,4.17E-04,17.22,17.25,17.24
642,19:08:08,715.6,101.6,4.37E-04,17.22,17.23,17.22
645,19:08:10,715.6,103.5,4.17E-04,17.23,17.24,17.23
647,19:08:11,715.6,127.2,4.27E-04,17.21,17.24,17.23
649,19:08:12,715.6,122.6,4.47E-04,17.19,17.21,17.19
653,19:08:15,715.6,112.4,4.37E-04,17.19,17.21,17.19
654,19:08:16,715.6,117.6,4.37E-04,17.21,17.22,17.21
657,19:08:18,715.6,121.8,4.27E-04,17.21,17.24,17.22
659,19:08:19,715.6,109.2,4.27E-04,17.24,17.24,17.24
667,19:08:25,715.6,72.9,4.27E-04,17.22,17.22,17.22
669,19:08:26,715.6,101,4.37E-04,17.19,17.22,17.21
672,19:08:28,715.6,109.6,4.17E-04,17.19,17.24,17.21
673,19:08:29,715.6,95.6,4.27E-04,17.21,17.24,17.23
676,19:08:31,715.6,117.9,4.37E-04,17.19,17.21,17.2
680,19:08:33,715.6,120.6,4.37E-04,17.19,17.22,17.21
681,19:08:34,715.6,106.6,4.47E-04,17.19,17.19,17.19
684,19:08:36,715.6,104.8,4.47E-04,17.19,17.2,17.19
685,19:08:37,715.6,99.8,4.47E-04,17.19,17.2,17.19
687,19:08:38,715.6,125.6,4.37E-04,17.19,17.23,17.19
689,19:08:39,118,118,4.37E-04,17.21,17.23,17.21
690,19:08:40,715.6,88.2,4.37E-04,17.2,17.2,17.2
691,19:08:41,715.6,147.6,4.37E-04,17.2,17.23,17.2
696,19:08:44,715.6,100.6,4.47E-04,17.2,17.23,17.21
699,19:08:46,715.6,103,4.37E-04,17.2,17.23,17.2
700,19:08:47,715.6,81.4,4.37E-04,17.21,17.23,17.22
703,19:08:49,715.6,112.8,4.37E-04,17.2,17.2,17.2
707,19:08:51,715.6,120.8,4.27E-04,17.2,17.23,17.21
708,19:08:52,715.6,118.4,4.27E-04,17.23,17.23,17.23
711,19:08:54,117.4,95,4.27E-04,17.21,17.21,17.21
712,19:08:55,715.6,126,4.27E-04,17.21,17.22,17.21
714,19:08:56,715.6,125.4,4.27E-04,17.22,17.22,17.22
715,19:08:57,715.6,158.6,4.27E-04,17.22,17.23,17.22
718,19:08:59,715.6,115.4,4.37E-04,17.21,17.23,17.21
719,19:09:00,715.6,146.8,4.37E-04,17.21,17.22,17.21
722,19:09:02,715.6,77.8,4.27E-04,17.22,17.23,17.22
726,19:09:04,715.6,102.2,4.37E-04,17.21,17.22,17.21
727,19:09:05,715.6,107.8,4.27E-04,17.22,17.24,17.22
730,19:09:07,715.6,129.2,4.37E-04,17.2,17.24,17.21
731,19:09:08,715.6,99.4,4.47E-04,17.2,17.2,17.2
734,19:09:10,715.6,108.4,4.37E-04,17.2,17.22,17.21
738,19:09:12,715.6,110,4.47E-04,17.19,17.22,17.2
739,19:09:13,715.6,107.8,4.47E-04,17.19,17.23,17.19
742,19:09:15,715.6,127.4,4.37E-04,17.22,17.23,17.22
746,19:09:17,715.6,98.2,4.37E-04,17.19,17.22,17.21
747,19:09:18,715.6,100.4,4.57E-04,17.19,17.2,17.19
748,19:09:20,114.4,114.4,4.47E-04,17.19,17.19,17.19
749,19:09:21,715.6,131.6,4.57E-04,17.19,17.19,17.19
751,19:09:22,715.6,141.6,4.47E-04,17.19,17.2,17.19
752,19:09:23,715.6,105.8,4.57E-04,17.19,17.2,17.19
753,19:09:24,715.6,105,4.57E-04,17.19,17.19,17.19
756,19:09:26,715.6,131.8,4.47E-04,17.19,17.2,17.19
757,19:09:27,715.6,114.4,4.47E-04,17.19,17.2,17.19
758,19:09:28,715.6,132.8,4.47E-04,17.19,17.2,17.19
760,19:09:29,715.6,116.2,4.47E-04,17.19,17.2,17.19
761,19:09:30,715.6,117,4.57E-04,17.16,17.2,17.19
763,19:09:31,715.6,100.8,4.57E-04,17.16,17.16,17.16
764,19:09:32,715.6,92.2,4.57E-04,17.16,17.18,17.17
765,19:09:33,715.6,120.2,4.57E-04,17.18,17.18,17.18
767,19:09:34,715.6,120.2,4.47E-04,17.18,17.19,17.18
768,19:09:35,715.6,88.6,4.57E-04,17.17,17.19,17.18
770,19:09:36,715.6,116.4,4.57E-04,17.17,17.19,17.18
771,19:09:37,715.6,67.2,4.57E-04,17.17,17.19,17.17
772,19:09:38,715.6,123.6,4.68E-04,17.17,17.17,17.17
773,19:09:39,715.6,100,4.57E-04,17.17,17.19,17.17
781,19:09:43,715.6,122.6,4.47E-04,17.17,17.2,17.18
783,19:09:45,715.6,160.7,4.47E-04,17.19,17.19,17.19
785,19:09:46,715.6,95.2,4.47E-04,17.19,17.19,17.19
786,19:09:47,715.6,121,4.47E-04,17.19,17.19,17.19
787,19:09:48,715.6,120.4,4.47E-04,17.19,17.19,17.19
790,19:09:50,715.6,128.6,4.47E-04,17.19,17.22,17.19
792,19:09:51,715.6,140,4.27E-04,17.22,17.22,17.22
793,19:09:52,715.6,108.6,4.37E-04,17.2,17.22,17.21
794,19:09:53,715.6,120.2,4.47E-04,17.2,17.2,17.2
797,19:09:55,715.6,106.5,4.37E-04,17.2,17.22,17.2
799,19:09:56,715.6,118.8,4.27E-04,17.22,17.24,17.22
800,19:09:57,715.6,104.4,4.27E-04,17.22,17.24,17.23
802,19:09:58,129.4,129.4,4.37E-04,17.2,17.22,17.21
803,19:09:59,715.6,137.8,4.37E-04,17.2,17.23,17.21
804,19:10:00,715.6,139,4.27E-04,17.23,17.23,17.23
805,19:10:01,715.6,139.8,4.37E-04,17.21,17.23,17.22
807,19:10:02,715.6,104,4.37E-04,17.21,17.22,17.21
809,19:10:03,715.6,106.4,4.27E-04,17.21,17.22,17.21
811,19:10:05,715.6,121,4.17E-04,17.24,17.25,17.24
813,19:10:06,715.6,127.6,4.17E-04,17.24,17.25,17.24
815,19:10:07,58.2,58.2,4.37E-04,17.21,17.22,17.21
817,19:10:09,715.6,101.8,4.47E-04,17.19,17.21,17.2
818,19:10:10,715.6,125,4.47E-04,17.19,17.21,17.19
820,19:10:11,715.6,109.2,4.37E-04,17.21,17.21,17.21
822,19:10:12,120.8,120.8,4.27E-04,17.22,17.22,17.22
824,19:10:14,715.6,96,4.37E-04,17.2,17.23,17.22
826,19:10:15,715.6,98.8,4.47E-04,17.2,17.2,17.2
827,19:10:16,715.6,112.4,4.37E-04,17.2,17.22,17.2
829,19:10:17,715.6,114.8,4.47E-04,17.19,17.22,17.2
830,19:10:18,715.6,88.2,4.47E-04,17.2,17.2,17.2
831,19:10:20,715.6,110.8,4.37E-04,17.2,17.22,17.2
832,19:10:21,715.6,111.7,4.47E-04,17.19,17.22,17.2
833,19:10:22,715.6,122.2,4.47E-04,17.19,17.19,17.19
835,19:10:23,715.6,120.6,4.47E-04,17.19,17.19,17.19
841,19:10:27,715.6,106.5,4.37E-04,17.18,17.21,17.19
843,19:10:28,715.6,117.8,4.47E-04,17.2,17.21,17.2
845,19:10:29,715.6,122.2,4.47E-04,17.17,17.21,17.19
849,19:10:32,715.6,103.6,4.47E-04,17.17,17.2,17.17
850,19:10:33,715.6,80.8,4.47E-04,17.19,17.2,17.19
853,19:10:35,715.6,137,4.47E-04,17.19,17.19,17.19
855,19:10:36,715.6,109.6,4.47E-04,17.19,17.2,17.19
856,19:10:38,715.6,116.4,4.47E-04,17.19,17.2,17.19
857,19:10:39,715.6,86.4,4.27E-04,17.21,17.23,17.22
859,19:10:41,715.6,120.6,4.37E-04,17.2,17.23,17.21
860,19:10:42,715.6,95.6,4.27E-04,17.22,17.24,17.22
862,19:10:43,715.6,114.8,4.47E-04,17.2,17.24,17.22
866,19:10:46,715.6,108.8,4.27E-04,17.19,17.23,17.2
867,19:10:47,715.6,119.2,4.27E-04,17.23,17.23,17.23
870,19:10:49,715.6,125.2,4.47E-04,17.2,17.23,17.2
872,19:10:50,715.6,143.4,4.37E-04,17.2,17.21,17.2
874,19:10:51,144.6,144.6,4.27E-04,17.22,17.22,17.22
875,19:10:52,715.6,156.4,4.27E-04,17.22,17.23,17.22
878,19:10:54,715.6,106.2,4.47E-04,17.2,17.23,17.21
879,19:10:55,715.6,157.2,4.37E-04,17.2,17.23,17.2
882,19:10:57,715.6,118.2,4.47E-04,17.19,17.23,17.2
883,19:10:58,715.6,105.8,4.47E-04,17.19,17.21,17.19
885,19:10:59,715.6,107.4,4.37E-04,17.21,17.21,17.21
886,19:11:00,106.4,106.4,4.37E-04,17.21,17.22,17.21
889,19:11:02,715.6,123.8,4.37E-04,17.22,17.22,17.22
891,19:11:03,715.6,102.2,4.37E-04,17.2,17.22,17.21
892,19:11:04,715.6,115.6,4.47E-04,17.19,17.2,17.19
895,19:11:06,715.6,115.8,4.27E-04,17.19,17.22,17.21
897,19:11:07,715.6,105.2,4.37E-04,17.22,17.22,17.22
