counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver,dgdmin,dgdmax,dgdaver,csrmin,csrmax,csraver
0,19:00:47,715.6,114,4.47E-04,17.14,17.25,17.19,0,6.2,2,0.00E+00,7.12E-09,2.39E-11
1,19:00:48,715.6,97.2,4.27E-04,17.21,17.22,17.21,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
4,19:00:50,715.6,98.8,4.27E-04,17.22,17.22,17.22,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
5,19:00:51,715.6,132,4.27E-04,17.22,17.24,17.22,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
7,19:00:52,715.6,122,4.27E-04,17.23,17.24,17.23,1.5,1.5,1.5,0.00E+00,0.00E+00,0.00E+00
8,19:00:53,715.6,135.2,4.27E-04,17.21,17.23,17.21,3,3,3,0.00E+00,0.00E+00,0.00E+00
11,19:00:55,715.6,122.4,4.37E-04,17.21,17.22,17.21,0.3,0.3,0.3,0.00E+00,0.00E+00,0.00E+00
12,19:00:56,715.6,117,4.37E-04,17.22,17.22,17.22,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
15,19:00:58,715.6,98.5,4.27E-04,17.21,17.23,17.21,0.7,3.7,2.2,0.00E+00,0.00E+00,0.00E+00
16,19:00:59,715.6,130.6,4.47E-04,17.2,17.21,17.2,1.3,1.3,1.3,0.00E+00,0.00E+00,0.00E+00
19,19:01:00,715.6,119,4.37E-04,17.2,17.22,17.2,0.8,3.5,2.1,0.00E+00,0.00E+00,0.00E+00
23,19:01:03,715.6,112.6,4.47E-04,17.2,17.22,17.2,1,1,1,0.00E+00,0.00E+00,0.00E+00
24,19:01:04,715.6,138.6,4.37E-04,17.21,17.22,17.21,1.1,1.1,1.1,0.00E+00,0.00E+00,0.00E+00
27,19:01:06,715.6,93.3,4.47E-04,17.2,17.22,17.2,1.1,2,1.5,0.00E+00,0.00E+00,0.00E+00
31,19:01:08,715.6,99.2,4.37E-04,17.21,17.24,17.22,0,0,0,0.00E+00,0.00E+00,0.00E+00
32,19:01:09,715.6,98.2,4.37E-04,17.21,17.21,17.21,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
33,19:01:10,715.6,100,4.27E-04,17.21,17.24,17.21,4,4,4,0.00E+00,0.00E+00,0.00E+00
36,19:01:12,715.6,123.6,4.27E-04,17.22,17.24,17.23,3.1,3.1,3.1,0.00E+00,0.00E+00,0.00E+00
38,19:01:13,715.6,108.8,4.37E-04,17.22,17.22,17.22,1.1,1.1,1.1,0.00E+00,0.00E+00,0.00E+00
40,19:01:14,715.6,104.6,4.37E-04,17.22,17.23,17.22,1,1,1,0.00E+00,0.00E+00,0.00E+00
41,19:01:15,715.6,134.6,4.37E-04,17.22,17.23,17.22,1.6,1.6,1.6,0.00E+00,0.00E+00,0.00E+00
44,19:01:17,715.6,131.4,4.47E-04,17.19,17.22,17.2,1.5,1.5,1.5,0.00E+00,0.00E+00,0.00E+00
45,19:01:18,715.6,126.8,4.57E-04,17.19,17.19,17.19,3.7,3.7,3.7,0.00E+00,0.00E+00,0.00E+00
46,19:01:19,715.6,109,4.37E-04,17.19,17.21,17.2,1,1,1,0.00E+00,0.00E+00,0.00E+00
53,19:01:24,715.6,107.8,4.37E-04,17.2,17.22,17.2,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
55,19:01:25,715.6,121.8,4.47E-04,17.2,17.21,17.2,2.3,2.3,2.3,0.00E+00,0.00E+00,0.00E+00
56,19:01:26,715.6,116,4.47E-04,17.18,17.21,17.2,4.9,4.9,4.9,0.00E+00,0.00E+00,0.00E+00
58,19:01:27,715.6,101,4.57E-04,17.18,17.19,17.18,1.2,1.2,1.2,0.00E+00,0.00E+00,0.00E+00
60,19:01:28,273.8,273.8,4.47E-04,17.21,17.21,17.21,2.3,2.9,2.6,0.00E+00,0.00E+00,0.00E+00
62,19:01:30,715.6,103.8,4.57E-04,17.18,17.19,17.18,1.2,1.2,1.2,0.00E+00,0.00E+00,0.00E+00
63,19:01:31,715.6,101.6,4.47E-04,17.19,17.2,17.19,1.3,1.3,1.3,0.00E+00,0.00E+00,0.00E+00
66,19:01:33,715.6,124,4.27E-04,17.2,17.22,17.21,2.2,2.4,2.3,0.00E+00,0.00E+00,0.00E+00
70,19:01:35,715.6,108,4.37E-04,17.19,17.22,17.2,3.2,3.2,3.2,0.00E+00,0.00E+00,0.00E+00
71,19:01:36,715.6,98.8,4.57E-04,17.18,17.2,17.19,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
74,19:01:38,715.6,118.4,4.47E-04,17.18,17.2,17.19,3.5,3.5,3.5,0.00E+00,0.00E+00,0.00E+00
76,19:01:39,715.6,107.6,4.47E-04,17.2,17.2,17.2,2,2,2,0.00E+00,0.00E+00,0.00E+00
85,19:01:44,715.6,119.8,4.47E-04,17.2,17.23,17.21,1.4,1.4,1.4,0.00E+00,0.00E+00,0.00E+00
86,19:01:45,715.6,140.2,4.47E-04,17.2,17.21,17.2,2,2,2,0.00E+00,0.00E+00,0.00E+00
88,19:01:46,110.2,110.2,4.37E-04,17.21,17.21,17.21,2.1,2.1,2.1,0.00E+00,0.00E+00,0.00E+00
90,19:01:48,715.6,118.6,4.47E-04,17.18,17.21,17.2,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
92,19:01:49,715.6,112.2,4.57E-04,17.18,17.18,17.18,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
