counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver,dgdmin,dgdmax,dgdaver,csrmin,csrmax,csraver
0,10:23:13,734.2,121.5,2.88E-04,17.42,17.57,17.51,0.0,7.7,2.8,0.00E+00,0.00E+00,0.00E+00
1,10:23:14,734.2,102.2,3.09E-04,17.47,17.47,17.47,5.2,5.2,5.2,0.00E+00,0.00E+00,0.00E+00
4,10:23:15,160.8,160.8,2.95E-04,17.49,17.49,17.49,0.0,0.0,0.0,0.00E+00,0.00E+00,0.00E+00
5,10:23:16,734.2,163.2,3.02E-04,17.48,17.49,17.48,2.3,2.3,2.3,0.00E+00,0.00E+00,0.00E+00
8,10:23:18,734.2,114.6,2.88E-04,17.48,17.52,17.49,0.9,0.9,0.9,0.00E+00,0.00E+00,0.00E+00
9,10:23:19,734.2,141.6,2.88E-04,17.52,17.52,17.52,2.1,2.1,2.1,0.00E+00,0.00E+00,0.00E+00
10,10:23:20,734.2,93.0,2.82E-04,17.52,17.53,17.52,3.9,3.9,3.9,0.00E+00,0.00E+00,0.00E+00
11,10:23:21,734.2,113.2,2.82E-04,17.53,17.53,17.53,6.9,6.9,6.9,0.00E+00,0.00E+00,0.00E+00
13,10:23:22,734.2,110.4,2.82E-04,17.52,17.53,17.52,0.1,0.1,0.1,0.00E+00,0.00E+00,0.00E+00
14,10:23:23,734.2,112.6,2.82E-04,17.53,17.53,17.53,1.7,1.7,1.7,0.00E+00,0.00E+00,0.00E+00
17,10:23:25,180.4,180.4,2.88E-04,17.51,17.51,17.51,5.6,5.6,5.6,0.00E+00,0.00E+00,0.00E+00
18,10:23:25,734.2,139.0,2.88E-04,17.51,17.52,17.51,1.6,1.6,1.6,0.00E+00,0.00E+00,0.00E+00
19,10:23:27,156.2,156.2,2.95E-04,17.50,17.50,17.50,3.1,3.1,3.1,0.00E+00,0.00E+00,0.00E+00
20,10:23:28,734.2,138.8,2.95E-04,17.50,17.50,17.50,3.5,3.5,3.5,0.00E+00,0.00E+00,0.00E+00
21,10:23:29,734.2,118.6,2.82E-04,17.50,17.54,17.52,3.9,3.9,3.9,0.00E+00,0.00E+00,0.00E+00
27,10:23:32,734.2,78.9,2.82E-04,17.53,17.53,17.53,2.0,3.4,2.7,0.00E+00,0.00E+00,0.00E+00
30,10:23:34,734.2,125.0,2.75E-04,17.53,17.55,17.53,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
31,10:23:35,734.2,84.4,2.75E-04,17.55,17.55,17.55,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
33,10:23:36,734.2,121.4,2.82E-04,17.54,17.55,17.54,3.2,3.2,3.2,0.00E+00,0.00E+00,0.00E+00
35,10:23:38,734.2,120.2,2.88E-04,17.52,17.54,17.52,4.9,4.9,4.9,0.00E+00,0.00E+00,0.00E+00
37,10:23:39,734.2,100.0,2.88E-04,17.52,17.52,17.52,3.9,3.9,3.9,0.00E+00,0.00E+00,0.00E+00
41,10:23:41,734.2,118.2,2.95E-04,17.51,17.52,17.51,3.3,3.3,3.3,0.00E+00,0.00E+00,0.00E+00
42,10:23:42,734.2,114.4,2.95E-04,17.50,17.51,17.50,5.7,5.7,5.7,0.00E+00,0.00E+00,0.00E+00
45,10:23:44,734.2,122.0,2.82E-04,17.50,17.53,17.52,0.2,2.9,1.5,0.00E+00,0.00E+00,0.00E+00
47,10:23:46,734.2,119.8,2.88E-04,17.52,17.53,17.52,5.2,5.2,5.2,0.00E+00,0.00E+00,0.00E+00
48,10:23:47,734.2,121.0,2.82E-04,17.52,17.54,17.53,1.3,1.3,1.3,0.00E+00,0.00E+00,0.00E+00
51,10:23:49,734.2,99.6,2.75E-04,17.54,17.56,17.55,2.6,4.5,3.5,0.00E+00,0.00E+00,0.00E+00
58,10:23:53,734.2,99.8,2.88E-04,17.52,17.56,17.52,1.4,3.2,2.3,0.00E+00,0.00E+00,0.00E+00
60,10:23:55,734.2,136.4,2.95E-04,17.51,17.52,17.51,3.7,3.7,3.7,0.00E+00,0.00E+00,0.00E+00
61,10:23:55,734.2,126.0,2.88E-04,17.51,17.52,17.51,1.2,1.2,1.2,0.00E+00,0.00E+00,0.00E+00
63,10:23:57,734.2,140.6,2.82E-04,17.52,17.53,17.52,3.0,3.0,3.0,0.00E+00,0.00E+00,0.00E+00
64,10:23:58,734.2,66.4,2.82E-04,17.53,17.53,17.53,1.8,1.8,1.8,0.00E+00,0.00E+00,0.00E+00
67,10:24:00,734.2,117.2,2.95E-04,17.50,17.53,17.51,3.2,3.2,3.2,0.00E+00,0.00E+00,0.00E+00
68,10:24:00,734.2,80.8,2.82E-04,17.50,17.53,17.52,4.1,4.1,4.1,0.00E+00,0.00E+00,0.00E+00
71,10:24:02,734.2,113.7,2.95E-04,17.51,17.54,17.52,0.2,5.2,2.7,0.00E+00,0.00E+00,0.00E+00
73,10:24:04,734.2,145.2,2.95E-04,17.50,17.51,17.50,3.5,3.5,3.5,0.00E+00,0.00E+00,0.00E+00
75,10:24:05,150.4,150.4,2.88E-04,17.52,17.52,17.52,2.9,3.2,3.0,0.00E+00,0.00E+00,0.00E+00
79,10:24:08,734.2,114.0,2.88E-04,17.52,17.53,17.52,1.3,1.3,1.3,0.00E+00,0.00E+00,0.00E+00
80,10:24:08,734.2,113.6,2.88E-04,17.51,17.52,17.51,2.7,2.7,2.7,0.00E+00,0.00E+00,0.00E+00
83,10:24:10,734.2,122.2,2.88E-04,17.51,17.53,17.52,2.4,3.1,2.7,0.00E+00,0.00E+00,0.00E+00
87,10:24:13,734.2,138.6,2.88E-04,17.52,17.54,17.53,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
88,10:24:14,734.2,119.2,2.88E-04,17.52,17.52,17.52,3.6,3.6,3.6,0.00E+00,0.00E+00,0.00E+00
90,10:24:15,134.2,134.2,2.82E-04,17.53,17.53,17.53,2.3,2.3,2.3,0.00E+00,0.00E+00,0.00E+00
94,10:24:17,734.2,132.6,2.82E-04,17.53,17.56,17.54,3.7,3.7,3.7,0.00E+00,0.00E+00,0.00E+00
95,10:24:18,734.2,112.8,2.88E-04,17.52,17.53,17.52,5.1,5.1,5.1,0.00E+00,0.00E+00,0.00E+00
98,10:24:20,155.0,155.0,2.88E-04,17.52,17.53,17.52,3.3,3.9,3.6,0.00E+00,0.00E+00,0.00E+00
100,10:24:22,734.2,133.8,2.82E-04,17.52,17.53,17.52,1.5,1.5,1.5,0.00E+00,0.00E+00,0.00E+00
102,10:24:23,734.2,117.6,2.82E-04,17.52,17.53,17.52,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
106,10:24:25,734.2,128.0,2.95E-04,17.51,17.54,17.52,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
