counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver,dgdmin,dgdmax,dgdaver,csrmin,csrmax,csraver
0,11:24:00,734.2,121.0,2.69E-04,17.54,17.58,17.55,1.1,5.2,3.0,0.00E+00,0.00E+00,0.00E+00
3,11:24:02,734.2,120.8,2.75E-04,17.55,17.57,17.55,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
7,11:24:05,106.4,106.4,2.75E-04,17.55,17.56,17.55,4.9,4.9,4.9,0.00E+00,0.00E+00,0.00E+00
8,11:24:05,734.2,134.0,2.82E-04,17.54,17.54,17.54,4.6,4.6,4.6,0.00E+00,0.00E+00,0.00E+00
11,11:24:07,734.2,142.7,2.82E-04,17.53,17.55,17.53,2.3,2.8,2.5,0.00E+00,0.00E+00,0.00E+00
13,11:24:09,734.2,122.6,2.69E-04,17.53,17.57,17.56,0.3,0.3,0.3,0.00E+00,0.00E+00,0.00E+00
15,11:24:10,734.2,134.2,2.82E-04,17.54,17.57,17.55,2.2,3.8,3.0,0.00E+00,0.00E+00,0.00E+00
19,11:24:12,734.2,126.8,2.82E-04,17.53,17.54,17.53,3.1,3.1,3.1,0.00E+00,0.00E+00,0.00E+00
20,11:24:13,734.2,103.2,2.75E-04,17.54,17.55,17.54,2.5,2.5,2.5,0.00E+00,0.00E+00,0.00E+00
23,11:24:15,734.2,88.9,2.75E-04,17.55,17.57,17.55,2.1,3.4,2.7,0.00E+00,0.00E+00,0.00E+00
27,11:24:18,734.2,122.8,2.75E-04,17.54,17.55,17.54,0.3,0.3,0.3,0.00E+00,0.00E+00,0.00E+00
28,11:24:18,734.2,116.4,2.82E-04,17.52,17.55,17.52,2.3,2.3,2.3,0.00E+00,0.00E+00,0.00E+00
31,11:24:20,734.2,140.1,2.88E-04,17.52,17.53,17.52,2.7,5.3,4.0,0.00E+00,0.00E+00,0.00E+00
35,11:24:23,734.2,118.0,2.82E-04,17.52,17.56,17.54,2.0,2.0,2.0,0.00E+00,0.00E+00,0.00E+00
36,11:24:24,734.2,138.4,2.82E-04,17.55,17.55,17.55,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
38,11:24:25,734.2,119.2,2.82E-04,17.50,17.55,17.51,3.9,3.9,3.9,0.00E+00,0.00E+00,0.00E+00
40,11:24:26,734.2,116.2,2.82E-04,17.53,17.54,17.53,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
41,11:24:28,734.2,117.4,2.88E-04,17.51,17.55,17.53,0.3,0.3,0.3,0.00E+00,0.00E+00,0.00E+00
48,11:24:32,71.8,71.8,2.82E-04,17.51,17.55,17.53,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
49,11:24:33,734.2,116.6,2.82E-04,17.54,17.54,17.54,2.1,2.1,2.1,0.00E+00,0.00E+00,0.00E+00
52,11:24:35,734.2,117.4,2.88E-04,17.53,17.56,17.54,2.0,2.0,2.0,0.00E+00,0.00E+00,0.00E+00
53,11:24:35,734.2,111.6,2.69E-04,17.53,17.56,17.55,2.5,2.5,2.5,0.00E+00,0.00E+00,0.00E+00
56,11:24:37,734.2,120.7,2.82E-04,17.54,17.59,17.55,2.9,3.7,3.3,0.00E+00,0.00E+00,0.00E+00
60,11:24:40,734.2,141.2,2.75E-04,17.54,17.55,17.54,1.0,1.0,1.0,0.00E+00,0.00E+00,0.00E+00
61,11:24:41,734.2,151.6,2.75E-04,17.55,17.56,17.55,2.8,2.8,2.8,0.00E+00,0.00E+00,0.00E+00
63,11:24:42,734.2,120.4,2.82E-04,17.53,17.56,17.53,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
